featureName,gnisId,gnisClass,county,state,latitude,longitude,elevation,map,bgnDate,entryDate
Adamant,1456106,Populated Place,Washington,VT,441945N,0723010W,1053,Montpelier,,10/29/1980
Adams Grist Mill (historical),1920824,Locale,Windham,VT,430752N,0722634W,239,Bellows Falls,,5/8/2001
Adams Landing,1460478,Populated Place,Grand Isle,VT,444410N,0731955W,125,South Hero,,10/29/1980
Addison,1456113,Populated Place,Addison,VT,440519N,0731809W,285,Snake Mountain,,10/29/1980
Addison County,1461757,Civil,Addison,VT,440151N,0730827W,364,Middlebury,,2/1/1993
Addison Gardens,2723154,Locale,Addison,VT,440827N,0731618W,276,Vergennes West,,5/8/2012
Agenyateonnia (historical),1918555,Populated Place,Chittenden,VT,Unknown,Unknown,,Unknown,,5/8/2001
Albany,1456118,Populated Place,Orleans,VT,444351N,0722247W,951,Albany,,10/29/1980
Albany Center,1460391,Populated Place,Orleans,VT,444412N,0722058W,1280,Craftsbury,,10/29/1980
Alburg,1456120,Populated Place,Grand Isle,VT,445830N,0731800W,125,Rouses Point,,10/29/1980
Alburg Center,1456121,Populated Place,Grand Isle,VT,445713N,0731611W,121,Rouses Point,,10/29/1980
Alburg Country Club,1461784,Locale,Grand Isle,VT,445427N,0731818W,141,Rouses Point,,10/29/1980
Alburg Rouses Point Ferry (historical),1918503,Locale,Grand Isle,VT,445955N,0732039W,95,Rouses Point,,5/8/2001
Alburg Springs,1456123,Populated Place,Grand Isle,VT,445931N,0731322W,128,East Alburg,,10/29/1980
Alburg Travel Trailer Park,1918506,Populated Place,Grand Isle,VT,445744N,0731453W,108,East Alburg,,5/8/2001
Alburg-Swanton Ferry (historical),1918507,Locale,Grand Isle,VT,445823N,0731312W,95,East Alburg,,5/8/2001
Alfrecha,1456137,Populated Place,Rutland,VT,433351N,0725821W,558,Rutland,,10/29/1980
Algiers (historical),2027188,Populated Place,Windham,VT,424900N,0723358W,502,Brattleboro,,2/5/2004
Algonquin Camp,1456139,Locale,Chittenden,VT,443907N,0731245W,128,Georgia Plains,,10/29/1980
Allandra Farm,2723107,Locale,Addison,VT,441036N,0731236W,318,Vergennes East,,5/8/2012
Allendale Farm,2723106,Locale,Addison,VT,440934N,0732005W,174,Vergennes West,,5/8/2012
Alpine Village,1460527,Populated Place,Washington,VT,440407N,0725003W,1660,Warren,,10/29/1980
Ames Hill,1456154,Populated Place,Windham,VT,425117N,0724115W,1745,Governors Mountain,,10/29/1980
Amsden,1456159,Populated Place,Windsor,VT,432421N,0723021W,584,Cavendish,,10/29/1980
Anchor Island Marina,1918511,Locale,Grand Isle,VT,445304N,0731620W,95,Rouses Point,,5/8/2001
Andover,1456162,Populated Place,Windsor,VT,431638N,0724148W,1155,Andover,1/1/1974,10/29/1980
Andys Camp,1921730,Locale,Rutland,VT,434535N,0731143W,502,Sudbury,,5/11/2001
Apple Island Campground and Marina,1460482,Locale,Grand Isle,VT,443811N,0731605W,121,South Hero,,9/1/1992
Appletree Bay Campground,1918553,Locale,Grand Isle,VT,443813N,0731621W,131,South Hero,,5/8/2001
Arlington,1460530,Populated Place,Bennington,VT,430429N,0730914W,646,Arlington,,10/29/1980
Arlins,1460369,Populated Place,Essex,VT,445522N,0713040W,1014,Monadnock Mountain,,4/1/1990
Arshla Dairy Farm,2680738,Locale,Caledonia,VT,442916N,0720715W,1322,Saint Johnsbury,,6/15/2011
Ascutney,1456178,Populated Place,Windsor,VT,432425N,0722425W,407,Windsor,,10/29/1980
Athens,1456182,Populated Place,Windham,VT,430801N,0723404W,663,Saxtons River,,10/29/1980
Avalon Beach,1456190,Populated Place,Rutland,VT,433824N,0731330W,427,Bomoseen,,10/29/1980
Averill,1456192,Populated Place,Essex,VT,445953N,0714237W,1693,Averill,,10/29/1980
Avery's Gore,1462030,Civil,Essex,VT,445440N,0714906W,2356,Norton Pond,,9/1/1995
Bailey Mills,1460392,Populated Place,Windsor,VT,433019N,0723411W,1165,Woodstock South,,10/29/1980
Baileys Mills,1456209,Populated Place,Windsor,VT,431752N,0723617W,640,Chester,,10/29/1980
Bakersfield,1461775,Populated Place,Franklin,VT,444655N,0724810W,722,Bakersfield,,10/29/1980
Bald Hill Hatchery,1919427,Locale,Caledonia,VT,444304N,0715711W,1585,West Burke,,5/8/2001
Bald Mountain Campground,1920839,Locale,Windham,VT,430221N,0724026W,433,Townshend,,5/8/2001
Ball Mountain Dam Picnic Grounds,1461679,Locale,Windham,VT,430946N,0724818W,1053,Londonderry,,6/1/1991
Ball Mountain Dam Recreation Area,1920841,Locale,Windham,VT,430740N,0724613W,991,Londonderry,,5/8/2001
Baltimore,1456238,Populated Place,Windsor,VT,432137N,0723423W,1079,Chester,,10/29/1980
Baptist Hill,1919291,Populated Place,Essex,VT,442631N,0714326W,1509,Gilman,,5/8/2001
Barnard,1456258,Populated Place,Windsor,VT,434343N,0723708W,1309,Woodstock North,,10/29/1980
Barnes Camp,1456264,Locale,Lamoille,VT,443158N,0724711W,1539,Mount Mansfield,,10/29/1980
Barnet,1456266,Populated Place,Caledonia,VT,441749N,0720257W,571,Barnet,,10/29/1980
Barnet Center,1456267,Locale,Caledonia,VT,441847N,0720519W,883,Barnet,,10/29/1980
Barnumtown,1456272,Populated Place,Addison,VT,441229N,0730948W,472,Vergennes East,,10/29/1980
Barnumville,1460561,Populated Place,Bennington,VT,431123N,0730116W,755,Manchester,,10/29/1980
Barre,1456274,Populated Place,Washington,VT,441149N,0723007W,607,Barre West,,10/29/1980
Barre Country Club,1461785,Locale,Washington,VT,441458N,0722750W,1135,Barre East,,10/29/1980
Barrows Camp,1456277,Locale,Lamoille,VT,444122N,0724327W,1614,Johnson,,10/29/1980
Barton,1456281,Populated Place,Orleans,VT,444453N,0721034W,922,Crystal Lake,,10/29/1980
Bartonsville,1456284,Populated Place,Windham,VT,431332N,0723208W,512,Saxtons River,,10/29/1980
Basin Harbor Golf Course,1918027,Locale,Addison,VT,441028N,0732203W,95,Vergennes West,,5/8/2001
Bassett Development,1921737,Populated Place,Rutland,VT,433713N,0725640W,745,Rutland,,5/11/2001
Battell Shelter,1460570,Locale,Addison,VT,440638N,0725615W,3241,Lincoln,,10/29/1980
Battenkill Plaza Shopping Center,1920486,Locale,Bennington,VT,431039N,0730328W,748,Manchester,,5/8/2001
Bayonne Camp (historical),1921738,Locale,Rutland,VT,434649N,0725138W,1335,Rochester,,5/11/2001
Bazin Farm,2680834,Locale,Windham,VT,430455N,0722630W,253,Walpole,,6/15/2011
Beanville,1460393,Populated Place,Orange,VT,435452N,0721651W,938,Vershire,,10/29/1980
Beanville,1921318,Populated Place,Orange,VT,435403N,0723921W,728,Randolph,,5/8/2001
Beartown,1460394,Populated Place,Bennington,VT,431123N,0730746W,1434,West Rupert,,10/29/1980
Beattie Lumber Mill (historical),1919292,Locale,Essex,VT,Unknown,Unknown,,Unknown,,5/8/2001
Beattys Four Corners,1920533,Populated Place,Franklin,VT,445622N,0725144W,600,Enosburg Falls,,5/8/2001
Beaulieus Corner,1460395,Populated Place,Franklin,VT,445648N,0730056W,322,Highgate Center,,10/29/1980
Beebe Plain,1456365,Populated Place,Orleans,VT,450019N,0720826W,791,Newport OE N,,10/29/1980
Beecher Falls,1456368,Populated Place,Essex,VT,450029N,0713028W,1066,Monadnock Mountain OE N,,10/29/1980
Beechwood Camp,1456371,Locale,Rutland,VT,434433N,0731238W,541,Bomoseen,,10/29/1980
Beemans Corners (historical),1918031,Locale,Addison,VT,434813N,0731820W,318,Orwell,,5/8/2001
Beldens,1460396,Populated Place,Addison,VT,440304N,0731031W,299,Middlebury,,10/29/1980
Bellows Falls,1456381,Populated Place,Windham,VT,430800N,0722638W,312,Bellows Falls,,10/29/1980
Belmont,1460597,Populated Place,Rutland,VT,432456N,0724920W,1824,Mount Holly,,10/29/1980
Belvidere Center,1456386,Populated Place,Lamoille,VT,444500N,0724128W,860,Cold Hollow Mountains,,10/29/1980
Belvidere Junction,1456385,Populated Place,Lamoille,VT,444413N,0724433W,712,Johnson,,10/29/1980
Belview Campground,1921680,Locale,Orleans,VT,444505N,0720943W,991,Orleans,,5/8/2001
Belyidere Corners,1456388,Locale,Lamoille,VT,444559N,0723726W,1152,Hazens Notch,,10/29/1980
Bennington,1460600,Populated Place,Bennington,VT,425241N,0731148W,679,Bennington,,10/29/1980
Bennington County,1461758,Civil,Bennington,VT,430208N,0730535W,1867,Sunderland,,2/1/1993
Bennington Hatchery,1920184,Locale,Bennington,VT,425110N,0731019W,883,Pownal,,5/8/2001
Bennington Plaza Shopping Center,1920189,Locale,Bennington,VT,425458N,0731242W,784,Bennington,,5/8/2001
Bennington Square Shopping Center,1920191,Locale,Bennington,VT,425335N,0731153W,627,Bennington,,5/8/2001
Benson,1456394,Populated Place,Rutland,VT,434225N,0731840W,397,Benson,,10/29/1980
Benson Landing,1456396,Populated Place,Rutland,VT,434342N,0732203W,98,Benson,,10/29/1980
Berkshire,1456397,Populated Place,Franklin,VT,445818N,0724631W,722,Enosburg Falls,,10/29/1980
Berlin Corners,1456399,Populated Place,Washington,VT,441236N,0723433W,1020,Barre West,1/1/1979,10/29/1980
Berlin Mall Shopping Center,1918994,Locale,Washington,VT,441258N,0723353W,981,Barre West,,5/8/2001
Berlin Shopping Plaza Shopping Center,1918998,Locale,Washington,VT,441355N,0723308W,545,Barre West,,5/8/2001
Bernard J Leddy Park,1460506,Populated Place,Chittenden,VT,443014N,0731527W,115,Colchester Point,,10/1/1992
Bethel,1456402,Populated Place,Windsor,VT,435000N,0723802W,581,Bethel,,10/29/1980
Bethel Gilead,1456403,Locale,Windsor,VT,435235N,0724129W,912,Randolph,,10/29/1980
Big Branch Picnic Grounds,1461726,Locale,Rutland,VT,432151N,0725541W,1863,Danby,,2/1/1991
Big Branch Shelter,1461730,Locale,Rutland,VT,432151N,0725652W,1450,Danby,,2/1/1991
Big D Campground,1921746,Locale,Rutland,VT,434129N,0731101W,420,Bomoseen,,5/11/2001
Big Deer Campground,1919439,Locale,Caledonia,VT,441717N,0721608W,1142,Marshfield,,5/8/2001
Bigelow Shelter,1461666,Locale,Windham,VT,430607N,0725759W,2615,Stratton Mountain,,5/1/1991
Billings Mobile Manor,1921747,Populated Place,Rutland,VT,433531N,0725734W,633,Rutland,,5/11/2001
Binghamville,1456427,Populated Place,Franklin,VT,444030N,0725524W,584,Gilson Mountain,,10/29/1980
Bingo Camp (historical),1918034,Locale,Addison,VT,435309N,0725629W,1545,Bread Loaf,,5/8/2001
Birch Glen Camp,1460616,Locale,Chittenden,VT,441412N,0725549W,2021,Mount Ellen,,10/29/1980
Black Branch Recreation Site,1461723,Locale,Rutland,VT,432224N,0725801W,1670,Danby,,2/1/1991
Blissville,1456473,Populated Place,Rutland,VT,433535N,0731347W,430,Poultney,,10/29/1980
Bloomfield,1456483,Populated Place,Essex,VT,444514N,0713756W,902,Bloomfield,,10/29/1980
Blossoms Corners,1456487,Locale,Rutland,VT,432404N,0731332W,433,Wells,,10/29/1980
Blue Ridge Acres,1921752,Populated Place,Rutland,VT,433802N,0725743W,682,Chittenden,,5/11/2001
Blueberry Hill Winter Sports Area,1461697,Locale,Addison,VT,435334N,0730022W,1900,East Middlebury,,6/1/1991
Blueberry Lake Ski Touring Center,1919001,Locale,Washington,VT,440507N,0724936W,1604,Warren,,5/8/2001
Blush Hill Country Club,1919003,Locale,Washington,VT,442129N,0724513W,1027,Waterbury,,5/8/2001
Bodette Farm,2723109,Locale,Addison,VT,440247N,0732453W,154,Port Henry,,5/8/2012
Bolton,1456511,Populated Place,Chittenden,VT,442222N,0725250W,351,Huntington,,10/29/1980
Bolton Lodge,1456513,Locale,Chittenden,VT,442457N,0725213W,1634,Bolton Mountain,,10/29/1980
Bolton Notch,1456516,Locale,Chittenden,VT,442558N,0725346W,1207,Richmond,,10/29/1980
Bolton Valley Ski Area,1918565,Locale,Chittenden,VT,442457N,0725211W,1604,Bolton Mountain,,5/8/2001
Boltonville,1456517,Populated Place,Orange,VT,441015N,0720559W,659,Woodsville,,10/29/1980
Bomoseen,1456519,Populated Place,Rutland,VT,433837N,0731155W,430,Bomoseen,,10/29/1980
Bomoseen State Park Campground,1921757,Locale,Rutland,VT,433929N,0731350W,430,Bomoseen,,5/11/2001
Bondville,1461709,Populated Place,Bennington,VT,430841N,0725232W,1280,Peru,,2/1/1991
Bonnie Oaks Golf Course,1921328,Locale,Orange,VT,435420N,0720933W,427,Fairlee,,5/8/2001
Borderview Farm,2680838,Locale,Grand Isle,VT,450032N,0731823W,138,Rouses Point OE N,,6/15/2011
Bordoville,1456526,Populated Place,Franklin,VT,445036N,0724907W,741,Bakersfield,,10/29/1980
Bouplon Corner,1460397,Populated Place,Bennington,VT,425941N,0731559W,843,Hoosick Falls,,10/29/1980
Bourn Shelter,1460634,Locale,Bennington,VT,430629N,0730009W,2552,Sunderland,,10/29/1980
Bourne Brook,1920199,Populated Place,Bennington,VT,431025N,0730248W,709,Manchester,,5/8/2001
Bowlsville,1460636,Populated Place,Rutland,VT,432652N,0725107W,1299,Mount Holly,,10/29/1980
Bowman Corners,1456532,Populated Place,Chittenden,VT,443425N,0730325W,738,Essex Center,,10/29/1980
Boyce Shelter,1460638,Locale,Addison,VT,435816N,0725638W,3186,Bread Loaf,,10/29/1980
Bradford,1456538,Populated Place,Orange,VT,435933N,0720744W,446,Fairlee,,10/29/1980
Bradford Center,1456539,Populated Place,Orange,VT,440047N,0721014W,525,East Corinth,,10/29/1980
Bradford Golf Course,1921331,Locale,Orange,VT,435942N,0720734W,394,Fairlee,,5/8/2001
Brae Loch,1456544,Locale,Chittenden,VT,443427N,0731235W,121,Colchester,1/1/1998,8/27/2002
Bragg,1456545,Populated Place,Windsor,VT,434311N,0722020W,935,Hanover,,10/29/1980
Braintree Hill,1460390,Populated Place,Orange,VT,435810N,0724118W,1562,Randolph,1/1/1978,10/29/1980
Branch School (historical),1918038,Populated Place,Addison,VT,435541N,0725302W,1060,Bread Loaf,,5/8/2001
Brandon,1460649,Populated Place,Rutland,VT,434753N,0730515W,427,Brandon,,10/29/1980
Brandon Brook Picnic Ground,1460651,Locale,Windsor,VT,435024N,0725631W,1818,Mount Carmel,,10/29/1980
Brattleboro,1456556,Populated Place,Windham,VT,425103N,0723328W,239,Brattleboro,,10/29/1980
Brattleboro Country Club,1461786,Locale,Windham,VT,425224N,0723455W,394,Brattleboro,,10/29/1980
Brattleboro North Shopping Plaza Shopping Center,1920871,Locale,Windham,VT,425244N,0723341W,292,Putney,,5/8/2001
Brattleboro Transportation Center,2729659,Locale,Windham,VT,425105N,0723336W,272,Brattleboro,,7/23/2012
Bread Loaf,1460655,Populated Place,Addison,VT,435712N,0725933W,1437,Bread Loaf,,10/29/1980
Brewers Corner,1460398,Populated Place,Rutland,VT,433709N,0725236W,1785,Rutland,,10/29/1980
Bridgewater,1456564,Populated Place,Windsor,VT,433517N,0723730W,846,Plymouth,,10/29/1980
Bridgewater Center,1456565,Populated Place,Windsor,VT,433659N,0723933W,945,Plymouth,1/1/1967,10/29/1980
Bridgewater Corners,1456566,Populated Place,Windsor,VT,433518N,0723921W,860,Plymouth,,10/29/1980
Bridport,1456431,Populated Place,Addison,VT,435906N,0731845W,302,Bridport,,10/29/1980
Briggs Dairy Farm,2723110,Locale,Addison,VT,440550N,0731544W,233,Snake Mountain,,5/8/2012
Brighton (historical),1919296,Populated Place,Essex,VT,Unknown,Unknown,,Unknown,,5/8/2001
Brimstone Corner,1456571,Populated Place,Orange,VT,435616N,0721556W,778,Vershire,,10/29/1980
Brimstone Corners,1456572,Locale,Rutland,VT,432319N,0730804W,1024,Wells,,10/29/1980
Bristol,1460661,Populated Place,Addison,VT,440800N,0730444W,568,Bristol,,10/29/1980
Brockways Mills,1456580,Populated Place,Windham,VT,431225N,0723058W,390,Saxtons River,1/1/1960,10/29/1980
Brodeur Dairy Farm,2680736,Locale,Franklin,VT,445148N,0730620W,180,Saint Albans,,6/15/2011
Bromley Camp,1460666,Locale,Bennington,VT,431253N,0725754W,2126,Peru,,10/29/1980
Bromley Mountain Ski Resort,1460605,Locale,Bennington,VT,431315N,0725613W,2667,Peru,,10/29/1980
Bromley Ski Center,1920202,Locale,Bennington,VT,431238N,0725601W,1873,Peru,,5/8/2001
Bromley Trail Hut,1461688,Locale,Bennington,VT,431244N,0725804W,2024,Peru,,6/1/1991
Bromley Village,1920203,Populated Place,Bennington,VT,431243N,0725635W,2228,Peru,,5/8/2001
Brookfield,1456581,Populated Place,Orange,VT,440232N,0723612W,1276,Brookfield,,10/29/1980
Brookfield Center,1456582,Populated Place,Orange,VT,440113N,0723616W,1417,Brookfield,,10/29/1980
Brookline,1456584,Populated Place,Windham,VT,430154N,0723605W,571,Westminster West,,10/29/1980
Brooks House Mall Shopping Center,1921303,Locale,Windham,VT,425102N,0723333W,259,Brattleboro,,5/8/2001
Brookside,1461755,Populated Place,Windham,VT,425642N,0724511W,938,West Dover,,2/1/1991
Brookside,1918568,Populated Place,Chittenden,VT,443537N,0730231W,581,Essex Center,,5/8/2001
Brookside Trailer Park,1921771,Populated Place,Rutland,VT,433537N,0725751W,561,Rutland,,5/11/2001
Brooksville,1456592,Populated Place,Addison,VT,440356N,0731022W,266,Middlebury,,10/29/1980
Brookwood Estates,1921772,Populated Place,Rutland,VT,433648N,0725555W,925,Rutland,,5/11/2001
Brownington Center,1456604,Populated Place,Orleans,VT,444922N,0720853W,1001,Orleans,,10/29/1980
Brownington Village,1456606,Populated Place,Orleans,VT,444951N,0721018W,1211,Orleans,,10/29/1980
Browns Corners,1456608,Populated Place,Franklin,VT,445806N,0725807W,318,Sheldon Springs,,10/29/1980
Browns Mill,1460399,Populated Place,Essex,VT,444108N,0713804W,1102,Maidstone Lake,,10/29/1980
Brownsville,1456613,Populated Place,Windsor,VT,432807N,0722815W,682,Windsor,,10/29/1980
Brunswick Springs,1456615,Populated Place,Essex,VT,444411N,0713756W,984,Maidstone Lake,,10/29/1980
Buels Gore,1462058,Civil,Chittenden,VT,441218N,0725648W,2257,Mount Ellen,,9/1/1995
Bullthroat,1456644,Populated Place,Essex,VT,443950N,0713854W,1306,Maidstone Lake,,10/29/1980
Bulter Lodge,1456645,Locale,Lamoille,VT,443059N,0724915W,3038,Mount Mansfield,,10/29/1980
Buoy 39 Marina,1918055,Locale,Addison,VT,434934N,0732309W,98,Ticonderoga,,5/8/2001
Burbees Mill (historical),1920873,Locale,Windham,VT,430922N,0724338W,1634,Windham,,5/8/2001
Burke Hollow,1456660,Populated Place,Caledonia,VT,443721N,0715658W,965,Burke Mountain,,10/29/1980
Burke Mountain Campground,1919451,Locale,Caledonia,VT,443528N,0715358W,1483,Burke Mountain,,5/8/2001
Burke Mountain Club (historical),1919452,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Burke Mountain Ski Area,1919453,Locale,Caledonia,VT,443500N,0715405W,1706,Burke Mountain,,5/8/2001
Burke Mountain Ski Touring Center,1919454,Locale,Caledonia,VT,443555N,0715411W,1319,Burke Mountain,,5/8/2001
Burling Farm,2680836,Locale,Franklin,VT,450021N,0724631W,659,Enosburg Falls OE N,,6/15/2011
Burlington,1456663,Populated Place,Chittenden,VT,442833N,0731243W,197,Burlington,1/1/1944,10/29/1980
Burlington Country Club,1461787,Locale,Chittenden,VT,442751N,0731135W,371,Burlington,,10/29/1980
Burlington Ferr,1456665,Locale,Chittenden,VT,442932N,0731633W,95,Juniper Island,,10/29/1980
Burlington Plaza Shopping Center,1918576,Locale,Chittenden,VT,442657N,0731240W,210,Burlington,,5/8/2001
Burlington Square Shopping Center,1918578,Locale,Chittenden,VT,442844N,0731243W,223,Burlington,,5/8/2001
Burnham Hollow,1456667,Populated Place,Rutland,VT,432903N,0730850W,748,Wells,,10/29/1980
Burtland Farms,2633593,Locale,Franklin,VT,444532N,0730836W,262,Saint Albans Bay,,10/14/2010
Burtons Farm (historical),1920548,Locale,Franklin,VT,Unknown,Unknown,,Unknown,,5/8/2001
Butlers Corners,1456701,Populated Place,Chittenden,VT,443037N,0730502W,518,Essex Center,,8/27/2002
Butternut,1456697,Populated Place,Rutland,VT,432231N,0731208W,581,Wells,,10/29/1980
Cabot,1456711,Populated Place,Washington,VT,442405N,0721844W,1063,Cabot,,10/29/1980
Cabot Plains,1456712,Locale,Washington,VT,442459N,0721444W,1903,Joes Pond,,10/29/1980
Cadys Falls,1456716,Populated Place,Lamoille,VT,443441N,0723642W,558,Morrisville,,10/29/1980
Caledonia County,1461759,Civil,Caledonia,VT,442753N,0720608W,945,Saint Johnsbury,,2/1/1993
Caledonia County Fairgrounds,1919460,Locale,Caledonia,VT,443243N,0715931W,830,Burke Mountain,,5/8/2001
Calvin Coolidge Birthplace,1456720,Locale,Windsor,VT,433205N,0724316W,1404,Plymouth,,10/29/1980
Cambridge,1456721,Populated Place,Lamoille,VT,443841N,0725234W,443,Gilson Mountain,,10/29/1980
Cambridge Junction,1456722,Populated Place,Lamoille,VT,443857N,0724848W,482,Jeffersonville,,10/29/1980
Cambridgeport,1456723,Populated Place,Windham,VT,430905N,0723337W,614,Saxtons River,,10/29/1980
Camels Hump Nordic Ski Center,1918582,Locale,Chittenden,VT,441956N,0725636W,1539,Huntington,,5/8/2001
Camp Abnaki,1456725,Locale,Grand Isle,VT,444557N,0731831W,112,North Hero,,10/29/1980
Camp Avalon,1920208,Locale,Bennington,VT,430118N,0731043W,860,Arlington,,5/8/2001
Camp Awanee,1456726,Locale,Rutland,VT,434413N,0731108W,617,Bomoseen,,10/29/1980
Camp Betsey Cox,1921780,Locale,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
Camp Brebeuf for Boys,1918059,Locale,Addison,VT,435312N,0730458W,604,East Middlebury,,5/8/2001
Camp Brook,1456727,Populated Place,Windsor,VT,435101N,0724135W,1079,Bethel,9/8/1977,10/29/1980
Camp Casino,1460695,Locale,Bennington,VT,425000N,0730225W,2247,Stamford,,10/29/1980
Camp Charidan,1918060,Locale,Addison,VT,435833N,0730051W,1276,East Middlebury,,5/8/2001
Camp Derry,1460696,Locale,Windham,VT,431403N,0724524W,1558,Londonderry,,10/29/1980
Camp Ethan Allen,1921691,Locale,Orleans,VT,443534N,0722057W,1283,Caspian Lake,,5/8/2001
Camp Everest,1456729,Locale,Chittenden,VT,443843N,0731233W,112,Georgia Plains,,10/29/1980
Camp Grounds,1456730,Populated Place,Franklin,VT,445432N,0725300W,381,Sheldon Springs,,10/29/1980
Camp Hochelaga,1460502,Locale,Grand Isle,VT,443620N,0731755W,161,Colchester Point,,10/1/1992
Camp Keewaydin,1918061,Locale,Addison,VT,435530N,0730433W,584,East Middlebury,,5/8/2001
Camp Killooleet,1460697,Locale,Addison,VT,435533N,0725117W,955,Hancock,,10/29/1980
Camp Kiniya,1456732,Locale,Chittenden,VT,443614N,0731337W,148,Colchester,,10/29/1980
Camp Kinloch,1918584,Locale,Chittenden,VT,441832N,0731751W,102,Charlotte,,5/8/2001
Camp Kinni Kinnic,1456733,Locale,Rutland,VT,432839N,0731229W,495,Wells,,10/29/1980
Camp Mansfield,1456734,Locale,Chittenden,VT,443048N,0725214W,1109,Mount Mansfield,,10/29/1980
Camp Maquam,1456735,Populated Place,Franklin,VT,445410N,0730956W,125,East Alburg,,10/29/1980
Camp Merrycrest,1918512,Locale,Grand Isle,VT,444325N,0731628W,131,South Hero,,5/8/2001
Camp Norfleet,1456752,Locale,Chittenden,VT,443521N,0731332W,154,Colchester,,10/29/1980
Camp Number Eighteen,1456744,Locale,Essex,VT,445433N,0714131W,1575,Averill,,10/29/1980
Camp Number Eleven,1456737,Locale,Essex,VT,445241N,0714130W,1476,Averill,,10/29/1980
Camp Number Fifteen,1456741,Locale,Essex,VT,444753N,0714204W,1191,Bloomfield,,10/29/1980
Camp Number Five,1456750,Locale,Essex,VT,445106N,0713846W,1965,Bloomfield,,10/29/1980
Camp Number Five (historical),1460377,Locale,Essex,VT,445336N,0713446W,1549,Monadnock Mountain,,10/29/1980
Camp Number Four,1456749,Locale,Essex,VT,445028N,0714031W,1237,Bloomfield,,10/29/1980
Camp Number Four (historical),1460376,Locale,Essex,VT,445321N,0713547W,1972,Monadnock Mountain,,10/29/1980
Camp Number Fourteen,1456740,Locale,Essex,VT,445328N,0713833W,2402,Averill,,10/29/1980
Camp Number Nineteen,1456745,Locale,Essex,VT,445458N,0714220W,1686,Averill,,10/29/1980
Camp Number Seventeen,1456743,Locale,Essex,VT,444926N,0714151W,1302,Bloomfield,,10/29/1980
Camp Number Six,1456751,Locale,Essex,VT,445141N,0714110W,1306,Bloomfield,,10/29/1980
Camp Number Sixteen,1456742,Locale,Essex,VT,445358N,0714021W,1939,Averill,,10/29/1980
Camp Number Ten,1456736,Locale,Essex,VT,445219N,0714106W,1381,Bloomfield,,10/29/1980
Camp Number Thirteen,1456739,Locale,Essex,VT,445303N,0714056W,1460,Averill,,10/29/1980
Camp Number Three,1456748,Locale,Essex,VT,444914N,0714019W,1129,Bloomfield,,10/29/1980
Camp Number Three (historical),1460375,Locale,Essex,VT,445237N,0713720W,2041,Monadnock Mountain,,10/29/1980
Camp Number Twelve,1456738,Locale,Essex,VT,445328N,0714203W,1667,Averill,,10/29/1980
Camp Number Twenty,1456746,Locale,Essex,VT,445607N,0714236W,1749,Averill,,10/29/1980
Camp Number Twentyone,1456747,Locale,Essex,VT,445503N,0714001W,2155,Averill,,10/29/1980
Camp Plymouth,1456753,Locale,Windsor,VT,432836N,0724137W,1115,Ludlow,,10/29/1980
Camp Rich,1456754,Locale,Chittenden,VT,444153N,0731239W,108,Georgia Plains,,10/29/1980
Camp Saint Joseph,1918585,Locale,Chittenden,VT,443303N,0731628W,121,Colchester Point,,5/8/2001
Camp Sangamon,1921782,Locale,Rutland,VT,434141N,0725719W,1037,Chittenden,,5/11/2001
Camp Sky Acres,1921352,Locale,Orange,VT,440351N,0722723W,1680,Washington,,5/8/2001
Camp Sky Bird,1921781,Locale,Rutland,VT,434540N,0731111W,581,Sudbury,,5/11/2001
Camp Skyland,1460503,Locale,Grand Isle,VT,443553N,0731821W,141,Colchester Point,,10/1/1992
Camp Sunrise,1456755,Locale,Rutland,VT,434529N,0731549W,515,Orwell,,10/29/1980
Camp Twin Lake,1921783,Locale,Rutland,VT,434431N,0731054W,643,Bomoseen,,5/11/2001
Camp Underhill,1456756,Locale,Chittenden,VT,442939N,0725425W,1037,Richmond,,10/29/1980
Camp Wapanacki,1918302,Locale,Lamoille,VT,443326N,0722346W,1302,Wolcott,,5/8/2001
Camp Watson,1456757,Locale,Chittenden,VT,444105N,0731239W,138,Georgia Plains,,10/29/1980
Camp Wihakowi,1456758,Locale,Washington,VT,440625N,0724044W,928,Roxbury,,10/29/1980
Camp Winape,1921692,Locale,Orleans,VT,445216N,0715853W,1342,Island Pond,,5/8/2001
Camp Windsor,1921784,Locale,Rutland,VT,432536N,0724842W,1863,Mount Holly,,5/11/2001
Campbell Corner,1460400,Populated Place,Orange,VT,435001N,0721839W,722,South Strafford,,10/29/1980
Campbells Bay Campground,1920553,Locale,Franklin,VT,445424N,0731024W,95,East Alburg,,5/8/2001
Campbells Corner,1921693,Populated Place,Orleans,VT,443530N,0721953W,1503,Caspian Lake,,5/8/2001
Camperama Family Campground,1920879,Locale,Windham,VT,430224N,0724013W,440,Townshend,,5/8/2001
Campground A,1920209,Locale,Bennington,VT,431645N,0730015W,741,Dorset,,5/8/2001
Campground B,1920210,Locale,Bennington,VT,431617N,0730035W,866,Dorset,,5/8/2001
Campground C,1920211,Locale,Bennington,VT,431602N,0730041W,866,Dorset,,5/8/2001
Camping Area A,1919305,Locale,Essex,VT,443812N,0713842W,1332,Maidstone Lake,,5/8/2001
