featureName,gnisId,gnisClass,county,state,latitude,longitude,elevation,map,bgnDate,entryDate
Lower Websterville,1458309,Populated Place,Washington,VT,441005N,0722841W,1188,Barre East,,10/29/1980
Ludlow,1458312,Populated Place,Windsor,VT,432345N,0724202W,1001,Ludlow,,10/29/1980
Ludlow Shopping Plaza Shopping Center,1922451,Locale,Windsor,VT,432347N,0724201W,988,Ludlow,,5/11/2001
Lula Tye Shelter,1461738,Locale,Rutland,VT,432352N,0725720W,1886,Wallingford,,2/1/1991
Lunenburg,1458315,Populated Place,Essex,VT,442747N,0714055W,1178,Gilman,,10/29/1980
Lympus,1458842,Populated Place,Windsor,VT,434920N,0724308W,1263,Bethel,1/1/1977,10/29/1980
Lyndon,1458321,Populated Place,Caledonia,VT,443051N,0720039W,735,Lyndonville,,10/29/1980
Lyndon Center,1458322,Populated Place,Caledonia,VT,443214N,0720046W,715,Lyndonville,,10/29/1980
Lyndon Center,1919576,Populated Place,Caledonia,VT,443222N,0720045W,725,Lyndonville,,5/8/2001
Lyndon Outing Club Ski Area,1919584,Locale,Caledonia,VT,443101N,0715827W,1102,Burke Mountain,,5/8/2001
Lyndonville,1458324,Populated Place,Caledonia,VT,443201N,0720011W,709,Lyndonville,,10/29/1980
MacIntyre,1461112,Populated Place,Bennington,VT,430126N,0730416W,2073,Sunderland,,10/29/1980
Mackville,1458328,Populated Place,Caledonia,VT,442924N,0722205W,935,Cabot,,10/29/1980
Mad River Glen Nordic Ski Center,1919104,Locale,Washington,VT,441208N,0725505W,1650,Mount Ellen,,5/8/2001
Mad River Glen Ski Area,1461798,Locale,Washington,VT,441203N,0725528W,2073,Mount Ellen,,10/29/1980
Mad Tom Shelter,1461689,Locale,Bennington,VT,431448N,0725615W,2861,Peru,,6/1/1991
Magic Mountain Winter Sports Area,1461680,Locale,Windham,VT,431148N,0724553W,2057,Londonderry,,6/1/1991
Maidstone,1460433,Populated Place,Essex,VT,443855N,0713419W,860,Stratford,,10/29/1980
Maille Dairy Farm,2680735,Locale,Chittenden,VT,442402N,0731036W,377,Burlington,,6/15/2011
Majic Mountain Ski Center,1921060,Locale,Windham,VT,431207N,0724621W,1368,Londonderry,,5/8/2001
Mallets Bay Yacht Club,1460498,Locale,Chittenden,VT,443303N,0731335W,105,Colchester,,10/1/1992
Malletts Bay,1456301,Populated Place,Chittenden,VT,443240N,0731255W,141,Colchester,1/1/1975,10/29/1980
Malletts Bay Campground,1918753,Locale,Chittenden,VT,443238N,0731259W,144,Colchester,,5/8/2001
Malletts Bay Marina,1460499,Locale,Chittenden,VT,443247N,0731313W,125,Colchester,,10/1/1992
Manchester,1461117,Populated Place,Bennington,VT,430949N,0730420W,883,Manchester,,10/29/1980
Manchester Center,1461118,Populated Place,Bennington,VT,431037N,0730325W,745,Manchester,,10/29/1980
Manchester Commons Shopping Center,1920312,Locale,Bennington,VT,431035N,0730323W,728,Manchester,,5/8/2001
Manchester Depot,1461119,Populated Place,Bennington,VT,431026N,0730208W,709,Manchester,,10/29/1980
Manchester Golf Course,1920314,Locale,Bennington,VT,431220N,0730121W,755,Manchester,,5/8/2001
Manchester Shopping Center,1920316,Locale,Bennington,VT,431031N,0730312W,699,Manchester,,5/8/2001
Manchester Square Shopping Center,1920317,Locale,Bennington,VT,431023N,0730258W,686,Manchester,,5/8/2001
Maple Corner,1458345,Populated Place,Washington,VT,442233N,0722941W,1250,Woodbury,,8/27/2002
Maple Grove Campground,1920680,Locale,Franklin,VT,444227N,0730213W,646,Milton,,5/8/2001
Maple Leaf Campground,1922456,Locale,Windsor,VT,433825N,0722047W,574,Hanover,,5/11/2001
Maple Valley Ski Center,1921062,Locale,Windham,VT,425633N,0723737W,932,Newfane,,5/8/2001
Maquam,1458351,Populated Place,Franklin,VT,445503N,0730939W,112,East Alburg,,10/29/1980
Marble Island Golf and Yacht Club,1460497,Locale,Chittenden,VT,443409N,0731357W,112,Colchester,,10/1/1992
Marina International,1918534,Locale,Grand Isle,VT,445008N,0731813W,95,North Hero,,5/8/2001
Marlboro,1458357,Populated Place,Windham,VT,425134N,0724333W,1745,Governors Mountain,,10/29/1980
Marolin Acres,1921968,Populated Place,Rutland,VT,433716N,0725802W,692,Rutland,,5/11/2001
Marshfield,1458364,Populated Place,Washington,VT,442103N,0722114W,804,Marshfield,,10/29/1980
Marshfield Station,1458368,Locale,Washington,VT,442014N,0722119W,1181,Marshfield,,10/29/1980
Maryville Campground,1920326,Locale,Bennington,VT,431541N,0730032W,771,Dorset,,5/8/2001
Maycrest Camp,1460481,Locale,Grand Isle,VT,444325N,0731628W,131,South Hero,,9/1/1992
Mayes Boat Landing Ramp,1460505,Locale,Chittenden,VT,443146N,0731621W,112,Colchester Point,,10/1/1992
Maynard Sawmill (historical),1920325,Locale,Bennington,VT,431701N,0730009W,718,Dorset,,5/8/2001
McCuen Slang Waterfowl Area,1918157,Locale,Addison,VT,440125N,0732351W,105,Port Henry,,5/8/2001
McIndoe Falls,1458395,Populated Place,Caledonia,VT,441541N,0720345W,486,Barnet,,10/29/1980
Meadow Brook Farms Campground,1922460,Locale,Windsor,VT,432718N,0723903W,1306,Ludlow,,5/11/2001
Meadow Brook Girl Scout Camp,1920059,Locale,Orleans,VT,445944N,0720517W,1293,West Charleston,,5/8/2001
Mechanicsville,1458412,Populated Place,Chittenden,VT,442038N,0730619W,443,Hinesburg,,10/29/1980
Medburyville,1461138,Populated Place,Windham,VT,425213N,0725513W,1535,Readsboro,,10/29/1980
Mellville Nanheim Shelter,1461662,Locale,Bennington,VT,425324N,0730546W,2398,Woodford,,5/1/1991
Melville Landing,1458417,Populated Place,Franklin,VT,444541N,0730955W,98,Saint Albans Bay,,10/29/1980
Mendon,1461139,Populated Place,Rutland,VT,433905N,0725537W,1030,Chittenden,,10/29/1980
Mendon Fish and Game Club,1921973,Locale,Rutland,VT,434027N,0725633W,1027,Chittenden,,5/11/2001
Merrill Corner,1460434,Populated Place,Orleans,VT,444212N,0722019W,1168,Craftsbury,,10/29/1980
Merrill Four Corners,1920688,Locale,Franklin,VT,444520N,0730201W,869,Saint Albans,,5/8/2001
Michigan,1461143,Populated Place,Rutland,VT,434722N,0725305W,1450,Mount Carmel,,10/29/1980
Middlebury,1458435,Populated Place,Addison,VT,440055N,0731002W,390,Middlebury,,10/29/1980
Middlebury College Snow Bowl,1461147,Area,Addison,VT,435550N,0725721W,2231,Bread Loaf,,10/29/1980
Middlebury Country Club,1461799,Locale,Addison,VT,435958N,0731056W,466,Cornwall,,10/29/1980
Middlebury Waterworks,1461800,Locale,Addison,VT,440012N,0730558W,436,South Mountain,,10/29/1980
Middlesex,1458438,Populated Place,Washington,VT,441734N,0724045W,535,Middlesex,,10/29/1980
Middlesex Center,1458439,Locale,Washington,VT,442009N,0723804W,1194,Middlesex,,10/29/1980
Middletown,1458443,Populated Place,Windsor,VT,431702N,0724348W,1558,Andover,,10/29/1980
Middletown Springs,1458445,Populated Place,Rutland,VT,432908N,0730705W,896,Middletown Springs,,10/29/1980
Miles Pond,1458451,Populated Place,Essex,VT,442650N,0714747W,1040,Miles Pond,,10/29/1980
Mill Brook Campground,1920060,Locale,Orleans,VT,445312N,0722553W,837,North Troy,,5/8/2001
Mill Pond Campground,1920690,Locale,Franklin,VT,445935N,0725041W,427,Enosburg Falls,,5/8/2001
Mill Village,1458471,Populated Place,Orange,VT,435738N,0721756W,1017,Vershire,,10/29/1980
Mill Village,1458472,Populated Place,Washington,VT,442029N,0724452W,436,Middlesex,,10/29/1980
Mill Village,1458473,Populated Place,Essex,VT,442951N,0713935W,1240,Gilman,,10/29/1980
Mill Village,1458474,Populated Place,Orleans,VT,443958N,0722231W,1063,Albany,,10/29/1980
Millbrook,1460435,Populated Place,Windsor,VT,434328N,0722722W,666,Quechee,,10/29/1980
Miller Camp (historical),1920689,Locale,Franklin,VT,445913N,0725120W,443,Enosburg Falls,,5/8/2001
Miller and Ayers Mill (historical),1919598,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Milton,1458483,Populated Place,Chittenden,VT,443823N,0730637W,299,Milton,,10/29/1980
Milton Square Shopping Center,1918773,Locale,Chittenden,VT,443732N,0730708W,338,Milton,,5/8/2001
Miltonboro,1458485,Populated Place,Chittenden,VT,444148N,0731113W,154,Georgia Plains,,10/29/1980
Missiasuk (historical),1920692,Populated Place,Franklin,VT,Unknown,Unknown,,Unknown,,5/8/2001
Missisquoi Station,1458503,Locale,Orleans,VT,450029N,0723520W,522,Jay Peak OE N,,10/29/1980
Mobile Acres Trailer Park,1921485,Locale,Orange,VT,435552N,0724201W,689,Randolph,,5/8/2001
Moccasin Mill,1460436,Populated Place,Essex,VT,443601N,0714805W,1460,Gallup Mills,,10/29/1980
Monkton Boro,1458516,Populated Place,Addison,VT,441415N,0730838W,535,Vergennes East,1/1/1972,10/29/1980
Monkton Ridge,1458517,Populated Place,Addison,VT,441516N,0730727W,600,Hinesburg,,10/29/1980
Montague Golf Course,1921487,Locale,Orange,VT,435515N,0723920W,679,Randolph,,5/8/2001
Montcalm Landing (historical),1918173,Locale,Addison,VT,435008N,0732253W,102,Ticonderoga,,5/8/2001
Montclair Glen Camp,1458520,Locale,Washington,VT,441804N,0725255W,2756,Huntington,,10/29/1980
Montgomery,1458521,Populated Place,Franklin,VT,445409N,0723817W,499,Richford,,10/29/1980
Montgomery Center,1458522,Populated Place,Orleans,VT,445241N,0723608W,591,Jay Peak,,10/29/1980
Montpelier,1461834,Populated Place,Washington,VT,441536N,0723431W,525,Montpelier,1/1/1931,10/29/1980
Montpelier Elks Country Club,1919124,Locale,Washington,VT,441505N,0723251W,692,Montpelier,,5/8/2001
Montpelier Junction,1458523,Populated Place,Washington,VT,441525N,0723628W,518,Montpelier,,10/29/1980
Montpelier Municipal Swimming Pool,1919129,Locale,Washington,VT,441637N,0723421W,535,Montpelier,,5/8/2001
Monument Plaza Shopping Center,1920335,Locale,Bennington,VT,425401N,0731303W,577,Bennington,,5/8/2001
Moore and Thompson Paper Mill (historical),1921069,Locale,Windham,VT,430802N,0722630W,282,Bellows Falls,,5/8/2001
Moosalamoo Campground,1461694,Locale,Addison,VT,435509N,0730141W,1565,East Middlebury,,6/1/1991
Moose River Campground,1919600,Locale,Caledonia,VT,442544N,0715758W,718,Concord,,5/8/2001
Moretown,1461170,Populated Place,Washington,VT,441503N,0724539W,600,Waterbury,,10/29/1980
Moretown Common,1458530,Locale,Washington,VT,441542N,0724353W,1083,Middlesex,,10/29/1980
Morgan,1458532,Populated Place,Orleans,VT,445449N,0720051W,1398,West Charleston,,10/29/1980
Morgan Center,1458534,Populated Place,Orleans,VT,445433N,0715844W,1286,Morgan Center,,10/29/1980
Morgan Corners,1458535,Populated Place,Windsor,VT,434410N,0723833W,1089,Delectable Mountain,,10/29/1980
Morristown,1458546,Populated Place,Lamoille,VT,443326N,0723725W,755,Morrisville,,10/29/1980
Morristown Bog Natural Area,1918399,Locale,Lamoille,VT,443010N,0723733W,748,Sterling Mountain,,5/8/2001
Morrisville,1458547,Populated Place,Lamoille,VT,443342N,0723554W,673,Morrisville,,10/29/1980
Morrisville Plaza Shopping Center,1918410,Locale,Lamoille,VT,443434N,0723532W,725,Morrisville,,5/8/2001
Morses Line,1458553,Populated Place,Franklin,VT,450044N,0725841W,295,Sheldon Springs OE N,,10/29/1980
Morses Mill,1458554,Populated Place,Lamoille,VT,443518N,0724729W,1060,Mount Mansfield,,10/29/1980
Morses Mill (historical),1919602,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Morses Mills,1458555,Populated Place,Caledonia,VT,442248N,0720531W,886,Saint Johnsbury,,10/29/1980
Moscow,1458556,Populated Place,Lamoille,VT,442629N,0724255W,663,Stowe,,10/29/1980
Mosquitoville,1460437,Populated Place,Caledonia,VT,441613N,0720838W,1004,Peacham,,10/29/1980
Moss Hollow Campground,1921072,Locale,Windham,VT,424908N,0724428W,1371,Governors Mountain,,5/8/2001
Moulds Lodge,1458564,Locale,Lamoille,VT,443402N,0724430W,2221,Sterling Mountain,,10/29/1980
Mount Anthony Country Club,1461801,Locale,Bennington,VT,425330N,0731228W,650,Bennington,,10/29/1980
Mount Ascuteney Ski Area,1922472,Locale,Windsor,VT,432748N,0722758W,820,Windsor,,5/11/2001
Mount Ascutney State Park Campground,1922473,Locale,Windsor,VT,432614N,0722428W,607,Windsor,,5/11/2001
Mount Equinox Skyline Drive Point of Interest,1461672,Locale,Bennington,VT,430717N,0730718W,922,Sunderland,,6/1/1991
Mount Holly,1461178,Populated Place,Rutland,VT,432708N,0724929W,1555,Mount Holly,,10/29/1980
Mount Holly Heights,1921988,Populated Place,Rutland,VT,432616N,0724602W,1457,Mount Holly,,5/11/2001
Mount Mansfield Ski Area,1918417,Locale,Lamoille,VT,443139N,0724743W,2110,Mount Mansfield,,5/8/2001
Mount Mansfield Ski Touring Center,1918418,Locale,Lamoille,VT,443039N,0724558W,1280,Mount Mansfield,,5/8/2001
Mount Norris Boy Scout Reservation,1918419,Locale,Lamoille,VT,444326N,0722943W,1280,Albany,,5/8/2001
Mount Pleasant,1461180,Populated Place,Rutland,VT,434830N,0730520W,659,Brandon,,10/29/1980
Mount Snow Golf Course,1921077,Locale,Windham,VT,425605N,0725208W,1939,West Dover,,5/8/2001
Mount Snow Ski Area,1461748,Locale,Windham,VT,425750N,0725421W,2582,Mount Snow,,2/1/1991
Mount Snow Ski Resort,1921078,Locale,Windham,VT,425804N,0725340W,1975,Mount Snow,,5/8/2001
Mount Tabor,1461722,Populated Place,Rutland,VT,432102N,0725857W,686,Danby,,2/1/1991
Mountain Home Trailer Park,1921080,Populated Place,Windham,VT,425212N,0723644W,489,Brattleboro,,5/8/2001
Mountain Meadows Ski Touring Center,1921983,Locale,Rutland,VT,434005N,0724758W,1585,Pico Peak,,5/11/2001
Mountain Top Club,1461187,Locale,Rutland,VT,434349N,0725618W,1798,Chittenden,,10/29/1980
Mountain Trails Campground,1461188,Locale,Windsor,VT,435443N,0724841W,1424,Hancock,,10/29/1980
Mountain View Cottages and Campgrounds,1918415,Locale,Lamoille,VT,443406N,0723246W,666,Morrisville,,5/8/2001
Mountain View Estates,1920340,Populated Place,Bennington,VT,431010N,0730253W,722,Manchester,,5/8/2001
Mountain View Estates,1921985,Populated Place,Rutland,VT,433949N,0725938W,676,Chittenden,,5/11/2001
Mud Dock,1458601,Locale,Addison,VT,434743N,0732126W,95,Orwell,,10/29/1980
Nashville,1458649,Populated Place,Chittenden,VT,442707N,0725618W,751,Richmond,,10/29/1980
Naulahka,1458654,Locale,Windham,VT,425355N,0723356W,650,Putney,,10/29/1980
Nelsons Corner,1460438,Populated Place,Windsor,VT,432437N,0722922W,689,Windsor,,10/29/1980
Neshobe Beach,1458664,Populated Place,Rutland,VT,433821N,0731230W,446,Bomoseen,,10/29/1980
Neshobe Golf Course,1921995,Locale,Rutland,VT,434855N,0730422W,476,Brandon,,5/11/2001
Nevesville,1458666,Populated Place,Caledonia,VT,442700N,0721321W,1644,Joes Pond,,10/29/1980
New Boston,1461204,Populated Place,Windsor,VT,434915N,0724551W,1644,Rochester,,10/29/1980
New Boston (historical),1921996,Populated Place,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
New Discovery Campground,1919608,Locale,Caledonia,VT,441912N,0721723W,1749,Marshfield,,5/8/2001
New Haven,1458671,Populated Place,Addison,VT,440728N,0730913W,453,Middlebury,,10/29/1980
New Haven Junction,1460439,Populated Place,Addison,VT,440724N,0731101W,279,Middlebury,,10/29/1980
New Haven Junction Depot,1918181,Locale,Addison,VT,440724N,0731058W,279,Middlebury,,5/8/2001
New Haven Mills,1461206,Populated Place,Addison,VT,440530N,0730631W,351,South Mountain,,10/29/1980
Newark Hollow,1458674,Populated Place,Caledonia,VT,444159N,0715544W,1276,West Burke,,10/29/1980
Newark Street,1458676,Locale,Caledonia,VT,444113N,0715705W,1742,West Burke,,10/29/1980
Newbury,1458677,Populated Place,Orange,VT,440445N,0720330W,466,Newbury,,10/29/1980
Newbury Center,1460440,Populated Place,Orange,VT,440725N,0720854W,1017,East Corinth,,10/29/1980
Newfane,1458679,Populated Place,Windham,VT,425908N,0723921W,551,Newfane,,10/29/1980
Newport,1461773,Populated Place,Orleans,VT,445611N,0721218W,682,Newport,,10/29/1980
Newport Center,1458682,Populated Place,Orleans,VT,445703N,0721823W,778,Newport Center,,10/29/1980
Newton Cabin,1458684,Locale,Windsor,VT,434234N,0722005W,1184,Hanover,,10/29/1980
Nor Dic Farm,2723147,Locale,Addison,VT,440706N,0732114W,180,Snake Mountain,,5/8/2012
Nordio Cross Country Ski Area,1461685,Locale,Bennington,VT,431356N,0725113W,1401,Londonderry,,6/1/1991
North Avenue Shopping Center,1918793,Locale,Chittenden,VT,443028N,0731451W,167,Colchester,,5/8/2001
North Bennington,1461213,Populated Place,Bennington,VT,425549N,0731433W,640,Bennington,,10/29/1980
North Breakwater Light,1461819,Locale,Chittenden,VT,442849N,0731347W,98,Burlington,,10/1/1992
North Calais,1458714,Populated Place,Washington,VT,442324N,0722647W,1017,Woodbury,,10/29/1980
North Cambridge,1458716,Populated Place,Lamoille,VT,444113N,0725125W,571,Jeffersonville,,10/29/1980
North Chester,1458719,Populated Place,Windsor,VT,431622N,0723521W,600,Chester,,10/29/1980
North Chittenden,1461223,Populated Place,Rutland,VT,434425N,0725833W,1001,Chittenden,,10/29/1980
North Clarendon,1458721,Populated Place,Rutland,VT,433400N,0725755W,591,Rutland,,10/29/1980
North Concord,1458722,Populated Place,Essex,VT,442806N,0715119W,1073,Miles Pond,,10/29/1980
North Danville,1458723,Populated Place,Caledonia,VT,442732N,0720538W,974,Saint Johnsbury,,10/29/1980
North Derby,1458724,Populated Place,Orleans,VT,450020N,0721016W,728,Newport OE N,,10/29/1980
North Dorset,1461224,Populated Place,Bennington,VT,431702N,0730008W,718,Dorset,,10/29/1980
North Dorset Farms (historical),1920350,Locale,Bennington,VT,431705N,0730009W,732,Dorset,,5/8/2001
North Duxbury,1458725,Populated Place,Washington,VT,442130N,0724944W,367,Waterbury,,10/29/1980
North Enosburg,1458728,Populated Place,Franklin,VT,445513N,0724526W,400,Enosburg Falls,,10/29/1980
North Fairfax,1458729,Populated Place,Franklin,VT,444538N,0730344W,718,Saint Albans,,10/29/1980
North Fayston,1461225,Populated Place,Washington,VT,441431N,0725017W,1102,Waitsfield,,10/29/1980
North Ferrisburgh,1458730,Populated Place,Addison,VT,441534N,0731240W,197,Mount Philo,,8/27/2002
North Ferrisburgh Station,1458731,Locale,Addison,VT,441505N,0731520W,128,Charlotte,,8/27/2002
North Hardwick (historical),1919617,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
North Hartland,1458736,Populated Place,Windsor,VT,433534N,0722106W,364,North Hartland,,10/29/1980
North Hero,1458739,Populated Place,Grand Isle,VT,444903N,0731721W,95,North Hero,,10/29/1980
North Hero Station,1458743,Locale,Grand Isle,VT,444819N,0731835W,98,North Hero,,10/29/1980
North Hyde Park,1458745,Populated Place,Lamoille,VT,444014N,0723553W,873,Eden,,10/29/1980
North Kirby,1919619,Populated Place,Caledonia,VT,443057N,0715620W,1296,Burke Mountain,,5/8/2001
North Landgrove,1461230,Populated Place,Bennington,VT,431535N,0725055W,1404,Weston,,10/29/1980
North Montpelier,1458748,Populated Place,Washington,VT,441813N,0722647W,709,Plainfield,,10/29/1980
North Moretown,1919160,Populated Place,Washington,VT,441927N,0724441W,436,Middlesex,,5/8/2001
North Orwell,1458750,Locale,Addison,VT,435023N,0731705W,266,Orwell,,10/29/1980
North Pawlet,1458751,Populated Place,Rutland,VT,432258N,0731214W,614,Wells,,10/29/1980
North Pomfret,1458752,Populated Place,Windsor,VT,434322N,0722847W,883,Quechee,,10/29/1980
North Pownal,1458754,Populated Place,Bennington,VT,424751N,0731552W,528,North Pownal,,10/29/1980
North Randolph,1458755,Populated Place,Orange,VT,435826N,0723321W,689,Randolph Center,,10/29/1980
North River Winery,1921094,Locale,Windham,VT,424740N,0724911W,1332,Jacksonville,,5/8/2001
North Royalton,1458757,Populated Place,Windsor,VT,434938N,0723359W,512,South Royalton,,10/29/1980
North Rupert,1458758,Populated Place,Bennington,VT,431758N,0730844W,755,Pawlet,,10/29/1980
North Sheldon,1458759,Populated Place,Franklin,VT,445438N,0725425W,427,Sheldon Springs,,10/29/1980
North Sherburne,1461233,Populated Place,Rutland,VT,434237N,0724938W,1220,Pico Peak,,10/29/1980
North Shrewsbury,1458760,Populated Place,Rutland,VT,433144N,0724937W,1752,Killington Peak,,10/29/1980
North Springfield,1458761,Populated Place,Windsor,VT,431958N,0723131W,479,Chester,,10/29/1980
North Springfield Industrial Park,1922490,Locale,Windsor,VT,431945N,0723214W,591,Chester,,5/11/2001
North Street Shopping Center,1920358,Locale,Bennington,VT,425241N,0731148W,679,Bennington,,5/8/2001
North Thetford,1458764,Populated Place,Orange,VT,435035N,0721108W,407,Lyme,1/1/1977,10/29/1980
North Troy,1458765,Populated Place,Orleans,VT,445940N,0722359W,548,North Troy,,10/29/1980
North Tunbridge,1458766,Populated Place,Orange,VT,435453N,0722842W,627,Chelsea,,10/29/1980
North Underhill,1458767,Populated Place,Chittenden,VT,443507N,0725556W,797,Underhill,,10/29/1980
North Vernon,1458769,Populated Place,Windham,VT,424656N,0723125W,269,Brattleboro,,10/29/1980
North Walden,1919623,Populated Place,Caledonia,VT,443018N,0721547W,1676,Caspian Lake,,5/8/2001
North Westminster,1458771,Populated Place,Windham,VT,430708N,0722718W,413,Walpole,,10/29/1980
North Williston,1458772,Populated Place,Chittenden,VT,442801N,0730246W,305,Essex Junction,,10/29/1980
North Windham,1458773,Populated Place,Windham,VT,431303N,0724423W,1499,Windham,,10/29/1980
North Wolcott,1461859,Populated Place,Lamoille,VT,443640N,0722737W,846,Wolcott,,10/29/1980
Northfield,1461817,Populated Place,Washington,VT,440904N,0723923W,732,Northfield,,10/29/1980
Northfield Center,1458778,Populated Place,Washington,VT,440805N,0723939W,804,Northfield,,10/29/1980
Northfield Falls,1458779,Populated Place,Washington,VT,441019N,0723903W,663,Northfield,,10/29/1980
Northfield Golf Course,1919150,Locale,Washington,VT,440645N,0724058W,837,Roxbury,,5/8/2001
Northfield Shopping Center,1919155,Locale,Washington,VT,440913N,0723918W,689,Northfield,,5/8/2001
Northgate Plaza Shopping Center,1918422,Locale,Lamoille,VT,443423N,0723536W,702,Morrisville,,5/8/2001
Norton,1458782,Populated Place,Essex,VT,450036N,0714741W,1240,Norton Pond OE N,,10/29/1980
Norwich,1458786,Populated Place,Windsor,VT,434255N,0721828W,531,Hanover,,10/29/1980
Norwich University Ski Area,1919163,Locale,Washington,VT,440820N,0723832W,1673,Northfield,,5/8/2001
Notown,1460441,Populated Place,Windsor,VT,434142N,0724305W,1286,Delectable Mountain,,10/29/1980
Nourses Corner,1918798,Populated Place,Chittenden,VT,443317N,0731127W,118,Colchester,,5/8/2001
Nutting Corners,1458800,Locale,Franklin,VT,445713N,0724159W,417,Richford,,10/29/1980
Oakland,1458815,Populated Place,Franklin,VT,444435N,0730506W,440,Milton,,10/29/1980
Oakledge Park,1460488,Populated Place,Chittenden,VT,442711N,0731346W,115,Burlington,,10/1/1992
Okemo Mountain Ski Area,1461802,Locale,Windsor,VT,432416N,0724356W,2146,Ludlow,,10/29/1980
Olcot Falls Mobile Home Park,1922504,Populated Place,Windsor,VT,434053N,0721828W,427,Hanover,,5/11/2001
Old Bennington,1461243,Populated Place,Bennington,VT,425300N,0731248W,807,Bennington,1/1/1972,10/29/1980
Old City,1458821,Populated Place,Orange,VT,435249N,0722204W,1197,Vershire,,10/29/1980
Old Heerman Mill (historical),1920088,Locale,Orleans,VT,Unknown,Unknown,,Unknown,,5/8/2001
Old Job,1461244,Locale,Rutland,VT,432113N,0725543W,1686,Danby,,10/29/1980
Old Job Shelter,1461724,Locale,Rutland,VT,432114N,0725542W,1673,Danby,,2/1/1991
Old Maid Place Lighthouse (historical),1460358,Locale,Rutland,VT,433937N,0732443W,95,Putnam,12/31/1891,1/1/1991
Old Red Mill and Mill House (historical),1918807,Locale,Chittenden,VT,443017N,0725955W,528,Underhill,,5/8/2001
Old Stone Mill (historical),1920365,Locale,Bennington,VT,Unknown,Unknown,,Unknown,,5/8/2001
Oles Cross Country Ski Center,1919168,Locale,Washington,VT,440640N,0724921W,1358,Warren,,5/8/2001
Ondawa 4-H Camp,1920366,Locale,Bennington,VT,430645N,0730659W,663,Sunderland,,5/8/2001
One Hundred River Street Complex Shopping Center,1922512,Locale,Windsor,VT,431804N,0722910W,449,Springfield,,5/11/2001
Onion River Camp Area,1919169,Locale,Washington,VT,441800N,0722345W,774,Plainfield,,5/8/2001
Orange,1458846,Populated Place,Orange,VT,440854N,0722409W,1499,Barre East,,10/29/1980
Orange County,1461765,Civil,Orange,VT,440020N,0722236W,1850,Washington,,2/1/1993
Orleans,1458854,Populated Place,Orleans,VT,444900N,0721358W,1138,Orleans,,8/27/2002
Orleans County,1461766,Civil,Orleans,VT,444944N,0721438W,984,Orleans,,2/1/1993
Orleans Golf Course,1920097,Locale,Orleans,VT,444755N,0721051W,958,Orleans,,5/8/2001
Orwell,1458855,Populated Place,Addison,VT,434814N,0731752W,374,Orwell,,10/29/1980
Orwell Bluff Light,1460483,Locale,Addison,VT,434640N,0732058W,95,Orwell,,9/1/1992
Orwell Landing,1460485,Locale,Addison,VT,434739N,0732223W,95,Orwell,,9/1/1992
Osmore Pond Picnic Shelter,1919636,Locale,Caledonia,VT,441835N,0721653W,1489,Marshfield,,5/8/2001
Otter Creek Campground,1922020,Locale,Rutland,VT,432243N,0725956W,653,Wallingford,,5/11/2001
Outing Club,1921105,Locale,Windham,VT,425126N,0723410W,384,Brattleboro,,5/8/2001
P.O.R.C. Winter Sports Area (historical),1461721,Locale,Bennington,VT,431648N,0725316W,1634,Danby,,2/1/1991
Packer Corner,1458873,Populated Place,Windham,VT,424420N,0723835W,1093,Colrain,,10/29/1980
Paddock (historical),1919638,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Paddock Iron Works (historical),1919639,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Pages Corner,1458882,Populated Place,Chittenden,VT,443205N,0730429W,584,Essex Center,,10/29/1980
Palmer Corner,1460442,Populated Place,Addison,VT,440016N,0732223W,213,Snake Mountain,,10/29/1980
Panton,1458888,Populated Place,Addison,VT,440855N,0732025W,171,Vergennes West,,10/29/1980
Paper Mill Village,1461252,Populated Place,Bennington,VT,425442N,0731408W,561,Bennington,,10/29/1980
Papermill Village (historical),1918197,Locale,Addison,VT,Unknown,Unknown,,Unknown,,5/8/2001
Park Meadows Camping Area,1922023,Locale,Rutland,VT,432742N,0724612W,1762,Mount Holly,,5/11/2001
Parker Camp,1458893,Locale,Lamoille,VT,444237N,0724057W,1768,Johnson,,10/29/1980
Passumpsic,1458901,Populated Place,Caledonia,VT,442236N,0720139W,545,Saint Johnsbury,,10/29/1980
Pastureview Farm,2723146,Locale,Addison,VT,441145N,0732104W,141,Vergennes West,,5/8/2012
Patten Camp,1920716,Locale,Franklin,VT,445902N,0725235W,453,Sheldon Springs,,5/8/2001
Pawlet,1458912,Populated Place,Rutland,VT,432048N,0731034W,705,Pawlet,,10/29/1980
Peabodys Mill (historical),1919642,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Peach Four Corners,1458915,Populated Place,Orange,VT,440359N,0720535W,627,Newbury,,10/29/1980
Peacham,1458916,Populated Place,Caledonia,VT,441944N,0721008W,1280,Peacham,,10/29/1980
Peacham Corner,1460443,Populated Place,Caledonia,VT,442024N,0721606W,1375,Marshfield,,10/29/1980
